STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,MTD-SNOW-NORMAL,YTD-PRCP-NORMAL,YTD-SNOW-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNWD-PCTALL-GE001WI,DLY-SNWD-PCTALL-GE010WI,DLY-SNWD-PCTALL-GE003WI,DLY-SNWD-PCTALL-GE005WI,DLY-SNOW-PCTALL-GE001TI,DLY-SNOW-PCTALL-GE010TI,DLY-SNOW-PCTALL-GE100TI,DLY-SNOW-PCTALL-GE030TI,DLY-SNOW-PCTALL-GE050TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USC00045064,29,34.65361,-120.45111,20100424,0.04,0.12,0.30,0.87,0.0,10.67,0.0,108,62,15,5,0,0,0,0,0,0,0,0,0,57.6,19.7,67.4,47.7,4.4,7.7,7.1,4.4
GHCND:USC00045064,29,34.65361,-120.45111,20100425,0.04,0.12,0.30,0.90,0.0,10.70,0.0,105,61,14,4,0,0,0,0,0,0,0,0,0,57.6,19.6,67.4,47.8,4.4,7.7,7.1,4.3
GHCND:USC00045064,29,34.65361,-120.45111,20100426,0.04,0.13,0.31,0.93,0.0,10.73,0.0,102,59,14,4,0,0,0,0,0,0,0,0,0,57.7,19.5,67.5,47.9,4.4,7.7,7.0,4.3
GHCND:USC00045064,29,34.65361,-120.45111,20100427,0.04,0.13,0.31,0.95,0.0,10.75,0.0,99,57,13,4,0,0,0,0,0,0,0,0,0,57.8,19.4,67.5,48.1,4.3,7.7,7.0,4.3
GHCND:USC00045064,29,34.65361,-120.45111,20100428,-6.66,-6.66,-6.66,0.97,0.0,10.77,0.0,96,55,13,4,0,0,0,0,0,0,0,0,0,57.9,19.3,67.5,48.2,4.3,7.7,6.9,4.3
GHCND:USC00045064,29,34.65361,-120.45111,20100429,-6.66,-6.66,-6.66,0.99,0.0,10.79,0.0,92,53,12,4,0,0,0,0,0,0,0,0,0,57.9,19.2,67.5,48.3,4.3,7.6,6.9,4.3
GHCND:USC00045064,29,34.65361,-120.45111,20100430,-6.66,-6.66,-6.66,1.01,0.0,10.81,0.0,89,51,12,3,0,0,0,0,0,0,0,0,0,58.0,19.1,67.6,48.5,4.2,7.6,6.8,4.3
GHCND:USC00045064,29,34.65361,-120.45111,20100501,-6.66,-6.66,-6.66,0.02,0.0,10.83,0.0,87,50,11,3,0,0,0,0,0,0,0,0,0,58.1,19.0,67.6,48.6,4.2,7.6,6.8,4.2
GHCND:USC00045064,29,34.65361,-120.45111,20100502,-6.66,-6.66,-6.66,0.04,0.0,10.85,0.0,84,48,11,3,0,0,0,0,0,0,0,0,0,58.2,18.9,67.6,48.7,4.2,7.5,6.8,4.2
GHCND:USC00045064,29,34.65361,-120.45111,20100503,-6.66,-6.66,-6.66,0.06,0.0,10.87,0.0,81,46,11,3,0,0,0,0,0,0,0,0,0,58.2,18.8,67.6,48.8,4.1,7.5,6.7,4.2
GHCND:USC00045064,29,34.65361,-120.45111,20100504,-6.66,-6.66,-6.66,0.07,0.0,10.88,0.0,78,44,10,3,0,0,0,0,0,0,0,0,0,58.3,18.7,67.6,49.0,4.1,7.4,6.7,4.2
GHCND:USC00045064,29,34.65361,-120.45111,20100505,-6.66,-6.66,-6.66,0.08,0.0,10.89,0.0,76,43,10,3,0,0,0,0,0,0,0,0,0,58.4,18.6,67.7,49.1,4.1,7.4,6.6,4.2
GHCND:USC00045064,29,34.65361,-120.45111,20100506,-6.66,-6.66,-6.66,0.09,0.0,10.90,0.0,73,41,9,2,0,0,0,0,0,0,0,0,0,58.5,18.5,67.7,49.2,4.0,7.3,6.5,4.1
GHCND:USC00045064,29,34.65361,-120.45111,20100507,-6.66,-6.66,-6.66,0.10,0.0,10.91,0.0,71,39,9,2,0,0,0,0,0,0,0,0,0,58.5,18.4,67.7,49.4,4.0,7.3,6.5,4.1
GHCND:USC00045064,29,34.65361,-120.45111,20100508,-6.66,-6.66,-6.66,0.12,0.0,10.93,0.0,68,37,8,2,0,0,0,0,0,0,0,0,0,58.6,18.3,67.7,49.5,3.9,7.3,6.4,4.1
GHCND:USC00045064,29,34.65361,-120.45111,20100509,-6.66,-6.66,-6.66,0.13,0.0,10.94,0.0,66,35,7,2,0,0,0,0,0,0,0,0,0,58.7,18.2,67.7,49.6,3.9,7.2,6.4,4.1
GHCND:USC00045064,29,34.65361,-120.45111,20100510,-6.66,-6.66,-6.66,0.14,0.0,10.95,0.0,63,33,7,2,0,0,0,0,0,0,0,0,0,58.7,18.1,67.8,49.7,3.9,7.2,6.3,4.1
GHCND:USC00045064,29,34.65361,-120.45111,20100511,-6.66,-6.66,-6.66,0.15,0.0,10.96,0.0,61,32,7,2,0,0,0,0,0,0,0,0,0,58.8,18.0,67.8,49.8,3.8,7.1,6.2,4.0
GHCND:USC00045064,29,34.65361,-120.45111,20100512,-6.66,-6.66,-6.66,0.16,0.0,10.97,0.0,59,30,6,1,0,0,0,0,0,0,0,0,0,58.9,17.9,67.8,50.0,3.8,7.1,6.2,4.0
GHCND:USC00045064,29,34.65361,-120.45111,20100513,-6.66,-6.66,-6.66,0.17,0.0,10.98,0.0,57,28,6,1,0,0,0,0,0,0,0,0,0,59.0,17.8,67.8,50.1,3.8,7.0,6.1,4.0
GHCND:USC00045064,29,34.65361,-120.45111,20100514,-6.66,-6.66,-6.66,0.18,0.0,10.99,0.0,55,27,5,1,0,0,0,0,0,0,0,0,0,59.0,17.7,67.9,50.2,3.8,7.0,6.1,4.0
GHCND:USC00045064,29,34.65361,-120.45111,20100515,-6.66,-6.66,-6.66,0.19,0.0,11.00,0.0,53,25,5,1,0,0,0,0,0,0,0,0,0,59.1,17.6,67.9,50.3,3.7,6.9,6.1,4.0
GHCND:USC00045064,29,34.65361,-120.45111,20100516,-6.66,-6.66,-6.66,0.20,0.0,11.01,0.0,51,24,5,1,0,0,0,0,0,0,0,0,0,59.2,17.5,67.9,50.4,3.7,6.9,6.0,3.9
GHCND:USC00045064,29,34.65361,-120.45111,20100517,-6.66,-6.66,-6.66,0.20,0.0,11.01,0.0,49,22,4,1,0,0,0,0,0,0,0,0,0,59.2,17.5,68.0,50.5,3.7,6.8,6.0,3.9
GHCND:USC00045064,29,34.65361,-120.45111,20100518,-6.66,-6.66,-6.66,0.21,0.0,11.02,0.0,48,21,4,1,0,0,0,0,0,0,0,0,0,59.3,17.4,68.0,50.6,3.6,6.8,5.9,3.9
GHCND:USC00045064,29,34.65361,-120.45111,20100519,-6.66,-6.66,-6.66,0.22,0.0,11.03,0.0,46,20,4,1,0,0,0,0,0,0,0,0,0,59.4,17.3,68.0,50.7,3.6,6.8,5.9,3.9
GHCND:USC00045064,29,34.65361,-120.45111,20100520,-6.66,-6.66,-6.66,0.23,0.0,11.04,0.0,45,19,4,1,0,0,0,0,0,0,0,0,0,59.4,17.3,68.1,50.8,3.6,6.7,5.8,3.8
GHCND:USC00045064,29,34.65361,-120.45111,20100521,-6.66,-6.66,-6.66,0.23,0.0,11.04,0.0,44,18,4,1,0,0,0,0,0,0,0,0,0,59.5,17.2,68.1,50.9,3.5,6.7,5.8,3.8
GHCND:USC00045064,29,34.65361,-120.45111,20100522,-6.66,-6.66,-6.66,0.24,0.0,11.05,0.0,43,17,3,1,0,0,0,0,0,0,0,0,0,59.6,17.2,68.1,51.0,3.5,6.6,5.8,3.8
GHCND:USC00045064,29,34.65361,-120.45111,20100523,-6.66,-6.66,-6.66,0.25,0.0,11.06,0.0,42,16,3,1,0,0,0,0,0,0,0,0,0,59.6,17.1,68.2,51.1,3.5,6.6,5.7,3.7
GHCND:USC00045064,29,34.65361,-120.45111,20100524,-6.66,-6.66,-6.66,0.25,0.0,11.06,0.0,41,15,3,1,0,0,0,0,0,0,0,0,0,59.7,17.1,68.2,51.2,3.5,6.6,5.7,3.7
GHCND:USC00045064,29,34.65361,-120.45111,20100525,-6.66,-6.66,-6.66,0.26,0.0,11.07,0.0,40,15,3,1,0,0,0,0,0,0,0,0,0,59.8,17.1,68.3,51.2,3.4,6.5,5.7,3.7
GHCND:USC00045064,29,34.65361,-120.45111,20100526,-6.66,-6.66,-6.66,0.27,0.0,11.08,0.0,39,14,3,1,0,0,0,0,0,0,0,0,0,59.8,17.0,68.4,51.3,3.4,6.5,5.7,3.6
GHCND:USC00045064,29,34.65361,-120.45111,20100527,-6.66,-6.66,-6.66,0.27,0.0,11.08,0.0,38,13,2,1,0,0,0,0,0,0,0,0,0,59.9,17.0,68.4,51.4,3.4,6.5,5.6,3.6
GHCND:USC00045064,29,34.65361,-120.45111,20100528,-6.66,-6.66,-6.66,0.28,0.0,11.09,0.0,37,13,2,1,0,0,0,0,0,0,0,0,0,60.0,17.0,68.5,51.5,3.4,6.5,5.6,3.5
GHCND:USC00045064,29,34.65361,-120.45111,20100529,-6.66,-6.66,-6.66,0.28,0.0,11.09,0.0,35,12,2,1,0,0,0,0,0,0,0,0,0,60.1,17.0,68.5,51.6,3.4,6.5,5.6,3.5
GHCND:USC00045064,29,34.65361,-120.45111,20100530,-6.66,-6.66,-6.66,0.29,0.0,11.10,0.0,34,11,2,1,0,0,0,0,0,0,0,0,0,60.1,17.0,68.6,51.6,3.3,6.5,5.6,3.5
GHCND:USC00045064,29,34.65361,-120.45111,20100531,-6.66,-6.66,-6.66,0.29,0.0,11.10,0.0,33,11,2,1,0,0,0,0,0,0,0,0,0,60.2,17.0,68.7,51.7,3.3,6.5,5.6,3.5
GHCND:USC00045064,29,34.65361,-120.45111,20100601,-6.66,-6.66,-6.66,0.00,0.0,11.10,0.0,32,10,-9999,-9999,0,0,0,0,0,0,0,0,0,60.3,17.0,68.8,51.8,3.3,6.5,5.6,3.4
GHCND:USC00045064,29,34.65361,-120.45111,20100602,-6.66,-6.66,-6.66,0.01,0.0,11.11,0.0,32,9,-9999,-9999,0,0,0,0,0,0,0,0,0,60.4,17.0,68.9,51.9,3.3,6.5,5.6,3.4
GHCND:USC00045064,29,34.65361,-120.45111,20100603,-6.66,-6.66,-6.66,0.01,0.0,11.11,0.0,31,9,-9999,-9999,0,0,0,0,0,0,0,0,0,60.4,17.0,68.9,51.9,3.3,6.5,5.6,3.4
GHCND:USC00045064,29,34.65361,-120.45111,20100604,-6.66,-6.66,-6.66,0.01,0.0,11.11,0.0,30,8,-9999,-9999,0,0,0,0,0,0,0,0,0,60.5,17.0,69.0,52.0,3.3,6.5,5.6,3.4
GHCND:USC00045064,29,34.65361,-120.45111,20100605,-6.66,-6.66,-6.66,0.01,0.0,11.11,0.0,29,8,-9999,-9999,0,0,0,0,0,0,0,0,0,60.6,17.0,69.1,52.1,3.3,6.5,5.6,3.4
GHCND:USC00045064,29,34.65361,-120.45111,20100606,-6.66,-6.66,-6.66,0.02,0.0,11.12,0.0,28,8,-9999,-9999,0,0,0,0,0,0,0,0,0,60.7,17.0,69.2,52.2,3.3,6.5,5.6,3.3
GHCND:USC00045064,29,34.65361,-120.45111,20100607,-6.66,-6.66,-6.66,0.02,0.0,11.12,0.0,28,7,-9999,-9999,0,0,0,0,0,0,0,0,0,60.8,17.1,69.3,52.2,3.3,6.5,5.6,3.3
GHCND:USC00045064,29,34.65361,-120.45111,20100608,-6.66,-6.66,-6.66,0.02,0.0,11.12,0.0,27,7,-9999,-9999,0,0,0,0,0,0,0,0,0,60.9,17.1,69.4,52.3,3.3,6.5,5.6,3.3
GHCND:USC00045064,29,34.65361,-120.45111,20100609,-6.66,-6.66,-6.66,0.02,0.0,11.12,0.0,26,6,-9999,0,0,0,0,0,0,0,0,0,0,61.0,17.1,69.5,52.4,3.3,6.5,5.6,3.3
GHCND:USC00045064,29,34.65361,-120.45111,20100610,-6.66,-6.66,-6.66,0.02,0.0,11.12,0.0,25,6,-9999,0,0,0,0,0,0,0,0,0,0,61.0,17.1,69.6,52.5,3.3,6.5,5.6,3.3
GHCND:USC00045064,29,34.65361,-120.45111,20100611,-6.66,-6.66,-6.66,0.02,0.0,11.12,0.0,24,5,0,0,0,0,0,0,0,0,0,0,0,61.1,17.1,69.7,52.6,3.2,6.4,5.6,3.3
GHCND:USC00045064,29,34.65361,-120.45111,20100612,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,24,5,0,0,0,0,0,0,0,0,0,0,0,61.2,17.2,69.8,52.7,3.2,6.4,5.6,3.2
GHCND:USC00045064,29,34.65361,-120.45111,20100613,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,23,5,0,0,0,0,0,0,0,0,0,0,0,61.3,17.2,69.9,52.7,3.2,6.4,5.6,3.2
GHCND:USC00045064,29,34.65361,-120.45111,20100614,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,22,5,0,0,0,0,0,0,0,0,0,0,0,61.4,17.2,70.0,52.8,3.2,6.4,5.6,3.2
GHCND:USC00045064,29,34.65361,-120.45111,20100615,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,22,5,0,0,0,0,0,0,0,0,0,0,0,61.5,17.2,70.1,52.9,3.2,6.4,5.5,3.2
GHCND:USC00045064,29,34.65361,-120.45111,20100616,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,21,4,0,0,0,0,0,0,0,0,0,0,0,61.6,17.3,70.3,53.0,3.2,6.3,5.5,3.2
GHCND:USC00045064,29,34.65361,-120.45111,20100617,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,21,4,0,0,0,0,0,0,0,0,0,0,0,61.7,17.3,70.4,53.1,3.2,6.3,5.5,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100618,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,20,4,0,0,0,0,0,0,0,0,0,0,0,61.8,17.3,70.5,53.2,3.2,6.3,5.5,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100619,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,20,4,0,0,0,0,0,0,0,0,0,0,0,61.9,17.3,70.6,53.3,3.1,6.2,5.5,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100620,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,20,3,0,0,0,0,0,0,0,0,0,0,0,62.0,17.3,70.7,53.4,3.1,6.2,5.4,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100621,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,19,3,0,0,0,0,0,0,0,0,0,0,0,62.1,17.3,70.8,53.5,3.1,6.2,5.4,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100622,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,19,3,0,0,0,0,0,0,0,0,0,0,0,62.2,17.3,70.9,53.6,3.1,6.2,5.4,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100623,-6.66,-6.66,-6.66,0.03,0.0,11.13,0.0,19,3,0,0,0,0,0,0,0,0,0,0,0,62.3,17.3,71.0,53.7,3.1,6.1,5.4,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100624,-6.66,-6.66,-6.66,0.04,0.0,11.14,0.0,18,2,0,0,0,0,0,0,0,0,0,0,0,62.4,17.3,71.1,53.8,3.1,6.1,5.4,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100625,-6.66,-6.66,-6.66,0.04,0.0,11.14,0.0,18,2,0,0,0,0,0,0,0,0,0,0,0,62.5,17.3,71.2,53.9,3.1,6.1,5.3,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100626,-6.66,-6.66,-6.66,0.04,0.0,11.14,0.0,18,2,0,0,0,0,0,0,0,0,0,0,0,62.6,17.3,71.3,53.9,3.1,6.0,5.3,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100627,-6.66,-6.66,-6.66,0.04,0.0,11.14,0.0,18,2,0,0,0,0,0,0,0,0,0,0,0,62.7,17.3,71.4,54.0,3.1,6.0,5.3,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100628,-6.66,-6.66,-6.66,0.04,0.0,11.14,0.0,18,2,0,0,0,0,0,0,0,0,0,0,0,62.8,17.3,71.5,54.1,3.1,6.0,5.3,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100629,-6.66,-6.66,-6.66,0.04,0.0,11.14,0.0,18,1,0,0,0,0,0,0,0,0,0,0,0,62.9,17.3,71.5,54.2,3.1,5.9,5.3,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100630,-6.66,-6.66,-6.66,0.04,0.0,11.14,0.0,18,1,0,0,0,0,0,0,0,0,0,0,0,63.0,17.3,71.6,54.3,3.1,5.9,5.3,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100701,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,18,-9999,0,0,0,0,0,0,0,0,0,0,0,63.1,17.3,71.7,54.4,3.1,5.8,5.2,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100702,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,18,-9999,0,0,0,0,0,0,0,0,0,0,0,63.1,17.3,71.8,54.5,3.1,5.8,5.2,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100703,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,-9999,0,0,0,0,0,0,0,0,0,0,0,63.2,17.2,71.8,54.6,3.1,5.7,5.2,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100704,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,-9999,0,0,0,0,0,0,0,0,0,0,0,63.3,17.2,71.9,54.7,3.1,5.7,5.1,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100705,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,-9999,0,0,0,0,0,0,0,0,0,0,0,63.4,17.2,72.0,54.8,3.1,5.6,5.1,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100706,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,-9999,0,0,0,0,0,0,0,0,0,0,0,63.4,17.1,72.0,54.9,3.1,5.6,5.0,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100707,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,-9999,0,0,0,0,0,0,0,0,0,0,0,63.5,17.1,72.1,54.9,3.1,5.5,5.0,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100708,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,-9999,0,0,0,0,0,0,0,0,0,0,0,63.6,17.1,72.1,55.0,3.1,5.4,5.0,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100709,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,63.6,17.0,72.1,55.1,3.1,5.4,4.9,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100710,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,63.7,17.0,72.2,55.2,3.1,5.3,4.9,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100711,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,63.7,17.0,72.2,55.2,3.1,5.3,4.9,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100712,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,63.8,16.9,72.2,55.3,3.1,5.2,4.8,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100713,-6.66,-6.66,-6.66,0.00,0.0,11.14,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,63.8,16.9,72.3,55.4,3.1,5.2,4.8,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100714,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,63.8,16.9,72.3,55.4,3.1,5.2,4.8,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100715,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,63.9,16.8,72.3,55.5,3.1,5.1,4.8,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100716,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,63.9,16.8,72.3,55.5,3.1,5.1,4.8,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100717,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,63.9,16.7,72.3,55.6,3.1,5.1,4.7,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100718,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,64.0,16.7,72.3,55.6,3.1,5.1,4.7,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100719,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,64.0,16.7,72.3,55.7,3.0,5.0,4.7,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100720,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,64.0,16.6,72.3,55.7,3.0,5.0,4.7,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100721,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,64.0,16.6,72.3,55.7,3.0,5.0,4.7,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100722,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,64.1,16.6,72.3,55.8,3.0,5.0,4.7,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100723,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,64.1,16.5,72.3,55.8,3.0,5.0,4.6,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100724,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,12,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.5,72.3,55.8,3.0,5.0,4.6,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100725,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,12,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.5,72.3,55.9,3.0,4.9,4.6,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100726,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,11,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.5,72.3,55.9,3.0,4.9,4.6,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100727,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,11,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.4,72.3,55.9,3.0,4.9,4.6,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100728,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,11,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.4,72.3,55.9,2.9,4.9,4.6,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100729,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,10,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.4,72.3,55.9,2.9,4.9,4.6,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100730,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,10,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.4,72.3,55.9,2.9,4.9,4.5,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100731,-6.66,-6.66,-6.66,0.01,0.0,11.15,0.0,10,-9999,0,0,0,0,0,0,0,0,0,0,0,64.1,16.4,72.4,55.9,2.9,4.9,4.5,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100801,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,2,0,0,0,0,0,0,0,0,0,0,0,64.2,16.4,72.4,56.0,2.9,4.9,4.5,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100802,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,2,0,0,0,0,0,0,0,0,0,0,0,64.2,16.4,72.4,56.0,2.9,4.9,4.5,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100803,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,2,0,0,0,0,0,0,0,0,0,0,0,64.2,16.4,72.4,56.0,2.9,4.9,4.5,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100804,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,2,0,0,0,0,0,0,0,0,0,0,0,64.2,16.4,72.4,56.0,2.9,4.9,4.5,2.9
GHCND:USC00045064,29,34.65361,-120.45111,20100805,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,2,0,0,0,0,0,0,0,0,0,0,0,64.2,16.4,72.4,56.0,2.9,4.9,4.5,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100806,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,2,0,0,0,0,0,0,0,0,0,0,0,64.2,16.4,72.4,56.0,2.9,5.0,4.5,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100807,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,2,0,0,0,0,0,0,0,0,0,0,0,64.2,16.5,72.4,56.0,2.9,5.0,4.5,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100808,-6.66,-6.66,-6.66,0.00,0.0,11.15,0.0,10,3,0,0,0,0,0,0,0,0,0,0,0,64.2,16.5,72.5,56.0,2.9,5.0,4.5,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100809,-6.66,-6.66,-6.66,0.01,0.0,11.16,0.0,10,3,0,0,0,0,0,0,0,0,0,0,0,64.2,16.5,72.5,56.0,2.9,5.0,4.5,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100810,-6.66,-6.66,-6.66,0.01,0.0,11.16,0.0,10,3,0,0,0,0,0,0,0,0,0,0,0,64.2,16.5,72.5,56.0,2.9,5.1,4.5,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100811,-6.66,-6.66,-6.66,0.01,0.0,11.16,0.0,10,3,0,0,0,0,0,0,0,0,0,0,0,64.3,16.6,72.5,56.0,2.9,5.1,4.5,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100812,-6.66,-6.66,-6.66,0.01,0.0,11.16,0.0,10,4,0,0,0,0,0,0,0,0,0,0,0,64.3,16.6,72.6,56.0,2.9,5.1,4.6,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100813,-6.66,-6.66,-6.66,0.01,0.0,11.16,0.0,11,4,0,0,0,0,0,0,0,0,0,0,0,64.3,16.7,72.6,56.0,2.9,5.1,4.6,3.0
GHCND:USC00045064,29,34.65361,-120.45111,20100814,-6.66,-6.66,-6.66,0.01,0.0,11.16,0.0,11,4,0,0,0,0,0,0,0,0,0,0,0,64.3,16.7,72.7,56.0,2.9,5.2,4.6,3.1
GHCND:USC00045064,29,34.65361,-120.45111,20100815,-6.66,-6.66,-6.66,0.01,0.0,11.16,0.0,12,4,0,0,0,0,0,0,0,0,0,0,0,64.3,16.7,72.7,56.0,2.9,5.2,4.6,3.1
